type_chaussures,price,adress,url_image
Chaussures enfant,13 500,"Dakar, Sénégal",https://images.coinafrique.com/3288165_uploaded_image1_1629374192.jpg
Chaussures enfants,13 500,"Dakar, Sénégal",https://images.coinafrique.com/3288168_uploaded_image1_1629374275.jpg
Chaussures enfants,13 500,"Dakar, Sénégal",https://images.coinafrique.com/3288174_uploaded_image1_1629374418.jpg
Chaussures enfants,2 500,"Dakar, Sénégal",https://images.coinafrique.com/3305453_uploaded_image2_1630348767.jpeg
Chaussures enfant,13 500,"Dakar, Sénégal",https://images.coinafrique.com/3312395_uploaded_image1_1630601772.jpg
Baskets enfants,7 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3316031_uploaded_image1_1630757466.jpg
Mocassins enfant,15 000,"Dakar, Sénégal",https://images.coinafrique.com/3319920_uploaded_image1_1630947708.jpg
Baskets enfants,7 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3327812_uploaded_image1_1631278298.jpg
Chaussures enfants,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/3331774_uploaded_image2_1631522808.jpeg
Chaussures enfant,5 000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/3336753_uploaded_image1_1631736848.jpg
Chaussures enfant,8 000,"Dakar, Sénégal",https://images.coinafrique.com/3349497_uploaded_image1_1632394857.jpg
Mocassins enfant en daim,15 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/3354895_uploaded_image1_1632752207.jpg
Chaussures enfant,6 000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/3365662_uploaded_image1_1633268172.jpg
Chaussures enfants,12 000,"Dakar, Sénégal",https://images.coinafrique.com/3370124_uploaded_image1_1633461260.jpg
Chaussures enfants,12 000,"Dakar, Sénégal",https://images.coinafrique.com/3370357_uploaded_image1_1633470461.jpg
Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3372289_uploaded_image1_1633544246.jpg
Chaussures enfants friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3372302_uploaded_image1_1633544921.jpg
Chaussures orthopédiques enfants,6 500,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/3378261_uploaded_image1_1633851365.jpg
Chaussures pour enfants,12 000,"Dakar, Sénégal",https://images.coinafrique.com/3391943_uploaded_image1_1634574064.jpg
Baskets enfant,14 000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/3398164_uploaded_image1_1634895995.jpg
Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3400230_uploaded_image1_1634998844.jpg
Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3400235_uploaded_image1_1634998926.jpg
Sandales fillettes,1 500,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/3401225_uploaded_image1_1635079810.jpg
Sandales fillettes,1 500,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/3401227_uploaded_image1_1635079924.jpg
Chaussures enfants,2 000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/3415124_uploaded_image1_1635810270.jpg
Sandales petites filles,2 000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/3415129_uploaded_image1_1635810651.jpg
Baskets Nike Jordan enfants,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/3429274_uploaded_image1_1636462416.jpg
Chaussures orthopédiques enfant,4 500,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/3429468_uploaded_image1_1636466917.jpg
Chaussures enfant,7 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/3432590_uploaded_image2_1636625019.jpeg
Chaussettes bébé,9 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/3451771_uploaded_image1_1637718423.jpg
Chaussures  enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3462497_uploaded_image1_1638375172.jpg
Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3462499_uploaded_image1_1638375239.jpg
Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3462501_uploaded_image1_1638375325.jpg
Ballerines enfant,10 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/3468451_uploaded_image1_1638628031.jpg
Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3475296_uploaded_image1_1638981582.jpg
Sandales pour enfants,1 000,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/3481315_uploaded_image1_1639352929.jpg
Souliers enfants,15 000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/3486610_uploaded_image1_1639656374.jpg
Chaussures  en cuir,12 000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/3495410_uploaded_image1_1640264833.jpg
Baskets enfants Nike,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3495835_uploaded_image1_1640284287.jpg
Baskets Nike enfant,15 000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/3496189_uploaded_image2_1640319435.jpeg
Chaussures enfant,10 000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/3513868_uploaded_image1_1641563929.jpg
Baskets friperie Nike enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3526935_uploaded_image1_1642345866.jpg
Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3526938_uploaded_image1_1642345964.jpg
Chaussures friperie enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3526941_uploaded_image1_1642346098.jpg
Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3528219_uploaded_image1_1642431351.jpg
Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3528221_uploaded_image1_1642431390.jpg
Pantoufles,4 000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/3529128_uploaded_image1_1642500345.jpg
Pantoufles enfant,4 000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/3533457_uploaded_image1_1642754956.jpg
Chaussures enfants,11 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3537500_uploaded_image1_1643045085.jpg
Chaussures fille,2 000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/3543253_uploaded_image1_1643397434.jpg
Chaussures enfants friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3544110_uploaded_image1_1643467157.jpg
Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3566810_uploaded_image1_1644828396.jpg
Chaussures enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3566813_uploaded_image1_1644828469.jpg
Chaussures enfants,5 000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/3579013_uploaded_image1_1645581208.jpg
Baskets Air Force One,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3599487_uploaded_image1_1646755996.jpg
Ballerines enfant,7 000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/3617411_uploaded_image1_1647863237.jpg
Chaussures enfants,7 000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/3641151_uploaded_image2_1649247824.jpeg
Chaussures enfant,3 500,"Thies, Sénégal",https://images.coinafrique.com/3641983_uploaded_image1_1649278750.jpg
Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3669952_uploaded_image1_1650975316.jpg
Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3669956_uploaded_image2_1650975375.jpeg
Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3669958_uploaded_image3_1650975432.jpeg
Chaussures enfants,10 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/3673159_uploaded_image3_1651154872.jpeg
Chaussures enfants,10 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/3673165_uploaded_image2_1651154980.jpeg
Chaussures enfants,10 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/3673169_uploaded_image2_1651155111.jpeg
Chaussures enfants,7 000,"Dakar, Sénégal",https://images.coinafrique.com/3641537_uploaded_image1_1649258723.jpg
Baskets enfant,15 000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/3690626_uploaded_image1_1652255965.jpg
Chaussures enfants,13 000,"Dakar, Sénégal",https://images.coinafrique.com/3699436_uploaded_image1_1652782683.jpg
Chaussures enfants,10 000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/3672156_uploaded_image1_1651092639.jpg
Chaussures bébé,1 500,"HLM, Dakar, Sénégal",https://images.coinafrique.com/3704967_uploaded_image1_1653083833.jpg
Claquettes enfant,1 250,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3768510_uploaded_image1_1656771169.jpg
Chaussures enfant,12 500,"Dakar, Sénégal",https://images.coinafrique.com/3771424_uploaded_image1_1656942212.jpg
Chaussures enfants,7 000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/3777592_uploaded_image1_1657274783.jpg
Chaussures enfants,7 000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/3777593_uploaded_image1_1657274825.jpg
Sandales africaines enfants,1 500,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/3778619_uploaded_image1_1657354885.jpg
Chaussures enfants,10 000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/3824846_uploaded_image1_1660191219.jpg
Chaussures enfants,5 000,"Dakar, Sénégal",https://images.coinafrique.com/3804708_uploaded_image1_1659095376.jpg
Baskets enfant,12 000,"Dakar, Sénégal",https://images.coinafrique.com/3848408_uploaded_image1_1661541004.jpg
Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3851925_uploaded_image1_1661800790.jpg
Chaussures fille,2 500,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/3853480_uploaded_image1_1661882766.jpg
Chaussures fille,3 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/3853482_uploaded_image1_1661882915.jpg
Chaussures filles,6 000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/3869546_uploaded_image1_1662655575.jpg
Chaussures enfants,15 000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/3886285_uploaded_image1_1663727518.jpg
Chaussures enfants,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/3887647_uploaded_image1_1663793770.jpg
Chaussures crocs,3 000,"Dakar, Sénégal",https://images.coinafrique.com/3874870_uploaded_image1_1662993234.jpg
Chaussures crocs,3 000,"Dakar, Sénégal",https://images.coinafrique.com/3874877_uploaded_image1_1662993378.jpg
Chaussures enfants friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3895663_uploaded_image1_1664298673.jpg
Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3897395_uploaded_image1_1664399089.jpg
Chaussures enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/3897399_uploaded_image1_1664399172.jpg
Chaussure enfants,15 000,"Dakar, Sénégal",https://images.coinafrique.com/3920803_uploaded_image1_1665775387.jpg
Chaussures enfants,20 000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/3934730_uploaded_image1_1666662380.jpg
Baskets enfant,20 000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/3958985_uploaded_image1_1668074060.jpg
Baskets enfant friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4000080_uploaded_image3_1670513440.jpeg
Chaussures enfant friperie,7 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4000084_uploaded_image1_1670513545.jpg
Chaussures enfants,15 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4002819_uploaded_image1_1670672099.jpg
Chaussures enfants,20 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4024385_uploaded_image1_1672137859.jpg
Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4002035_uploaded_image1_1670608928.jpg
Chaussures crocs,6 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4038403_uploaded_image1_1673050094.jpg
Chaussures enfants,20 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4038506_uploaded_image1_1673066961.jpg
Chaussure Jordan enfant,7 500,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/4040246_uploaded_image1_1673189828.jpg
Chaussures  enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4040305_uploaded_image2_1673193273.jpeg
Chaussures enfant,8 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4019759_uploaded_image1_1671731981.jpg
Pantoufles,7 000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4060976_uploaded_image1_1674416715.jpg
Chaussures enfant,10 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4028219_uploaded_image1_1672405449.jpg
Chaussures  enfant,20 000,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/4081818_uploaded_image1_1675653272.jpg
Chaussures enfant,5 500,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/4059365_uploaded_image1_1674301160.jpg
Chaussures enfant,5 500,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/4059370_uploaded_image1_1674301238.jpg
Chaussures enfant,5 500,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/4059363_uploaded_image1_1674301059.jpg
Chaussures enfant,13 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4050259_uploaded_image1_1673728537.jpg
Baskets enfant,20 000,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/4096757_uploaded_image1_1676513509.jpg
Bottes fourrées fille,12 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/4110432_uploaded_image1_1677428890.jpg
Chaussures enfants,12 000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4111498_uploaded_image1_1677508687.jpg
Chaussures  enfant,2 000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/4139933_uploaded_image1_1679181631.jpg
Chaussures enfant,2 000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/4139937_uploaded_image1_1679215240.jpg
Chaussures enfant,2 000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/4139946_uploaded_image1_1679215303.jpg
Crampons pour enfant,12 000,"Diamniadio, Sénégal",https://images.coinafrique.com/4101596_uploaded_image1_1676845748.jpg
Chaussures enfants friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4140242_uploaded_image1_1679226795.jpg
Chaussures  enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4140244_uploaded_image1_1679226845.jpg
Chaussures enfant,8 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4124281_uploaded_image1_1678211049.jpg
Ballerines  enfant,7 500,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/4175703_uploaded_image1_1681413005.jpg
Chaussures enfants,8 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4136187_uploaded_image1_1678918009.jpg
Chaussures bébé,2 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4187241_uploaded_image1_1682255769.jpg
Chaussures enfants,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4165634_uploaded_image1_1680784244.jpg
Chaussures enfants,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4165635_uploaded_image1_1680784281.jpg
Chaussures enfants,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4165645_uploaded_image1_1680784454.jpg
Chaussures enfants,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4165637_uploaded_image1_1680784317.jpg
Chaussures enfants,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4165640_uploaded_image1_1680784379.jpg
Baskets enfant  Jordan,20 000,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/4201412_uploaded_image1_1683164968.jpg
Chaussures enfants,Prix sur demande,"HLM, Dakar, Sénégal",
Chaussures enfant,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4173847_uploaded_image1_1681305963.jpg
Chaussures enfant,5 000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/4287055_uploaded_image1_1688860044.jpg
Chaussures enfant,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4300380_uploaded_image1_1689770515.jpg
Chaussures enfant,18 000,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/4327769_uploaded_image1_1691537125.jpg
Chaussures enfant - 7 paires,15 000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/4336733_uploaded_image1_1692136230.jpg
Chaussures enfant,6 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/4351183_uploaded_image1_1693054139.jpg
Chaussures enfant,20 000,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/4351852_uploaded_image1_1693108691.jpg
Chaussures enfant,20 000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/4361430_uploaded_image2_1693749843.jpeg
Chaussures enfant,28 000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/4367839_uploaded_image2_1694130362.jpeg
Chaussures enfant,6 000,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/4392112_uploaded_image1_1695751474.jpg
Chaussures enfant,15 000,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/4394927_uploaded_image1_1695956109.jpg
Chaussures enfant,10 000,"Dakar, Sénégal",https://images.coinafrique.com/4396320_uploaded_image1_1696061527.jpg
Chaussures enfant,9 000,"Dakar, Sénégal",https://images.coinafrique.com/4397886_uploaded_image1_1696179932.jpg
Chaussures Skateboard,11 000,"Dakar, Sénégal",https://images.coinafrique.com/4402279_uploaded_image1_1696422852.jpg
Chaussures enfants,8 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4372705_uploaded_image1_1694464836.jpg
Chaussures enfant,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4375003_uploaded_image1_1694607226.jpg
Chaussures enfant,8 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4375022_uploaded_image1_1694607723.jpg
Chaussures enfant,13 000,"Dakar, Sénégal",https://images.coinafrique.com/4414779_uploaded_image1_1697159524.jpg
Chaussures enfants,8 500,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4381758_uploaded_image1_1695064657.jpg
Chaussures enfant,5 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/4422835_uploaded_image1_1697766757.jpg
Sandales enfant,2 500,"Dakar, Sénégal",https://images.coinafrique.com/4427622_uploaded_image2_1698104491.jpeg
Chaussures enfant,20 000,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/4430647_uploaded_image1_1698289087.jpg
Chaussures enfants,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4396653_uploaded_image1_1696082279.jpg
Baskets  Jordan,20 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4402939_uploaded_image1_1696449724.jpg
Chaussures enfant,3 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4404739_uploaded_image1_1696545306.jpg
Chaussures enfant,20 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4481347_uploaded_image1_1701486467.jpg
Chaussures enfant,6 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4452170_uploaded_image1_1699621092.jpg
Chaussures enfant,9 000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/4486289_uploaded_image1_1701786845.jpg
Chaussures enfants,4 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4464284_uploaded_image1_1700414113.jpg
Chaussures enfants,3 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4464312_uploaded_image1_1700415241.jpg
Chaussures enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4513355_uploaded_image1_1703506842.jpg
Chaussures pour enfant,9 000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/4516156_uploaded_image2_1703690655.jpeg
Chaussures enfant,6 500,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4476393_uploaded_image1_1701209697.jpg
Chaussures pour enfants,8 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4514805_uploaded_image1_1703614843.jpg
Chaussures enfant,13 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4514824_uploaded_image1_1703615498.jpg
